"Buy %1 for %2 each","Acquista %1 a %2 ognuno"
"Shop By","Naviga per"
"Shopping Options","Opzioni"
"Compare Products","Confronta Prodotti"
"Print This Page","Stampa questa pagina"
"Remove Product","Rimuovere il prodotto"
"Add to Cart","Aggiungi al Carrello"
"In stock","Disponibile"
"Out of stock","Non Disponibile"
"Add to Wish List","Aggiungi alla lista desideri"
"You have no items to compare.","Non ci sono articoli da confrontare."
"Remove This Item","Rimuovi questo articolo"
"Compare","Confronta"
"Clear All","Cancella tutto"
"Prev","Prec"
"Next","Successivo"
"We can't find products matching the selection.","Nessun prodotto corrispondete alla selezione è stato trovato."
"Add to Compare","Aggiungi al confronto"
"Learn More","Scopri di più"
"We found other products you might like!","Abbiamo trovato altri prodotti che ti potrebbero interessare!"
"More Choices:","Più scelte:"
"Check items to add to the cart or","Controlla gli articoli da aggiungere al carrello oppure"
"select all","seleziona tutto"
"Items %1-%2 of %3","Articoli %1-%2 di %3"
"%1 Item","%1 elemento"
"%1 Items","%1 elementi"
"Show","Mostra"
"per page","per pagina"
"Sort By","Ordina per"
"Set Ascending Direction","Imposta la direzione crescente"
"Set Descending Direction","Imposta la direzione decrescente"
"View as","Mostra come"
"More Information","Maggiori Informazioni"
"Loading...","Caricamento..."
"* Required Fields","* Campi obbligatori"
"Availability","Disponibilita'"
"Warning message","Messaggio di avviso"
"Ok","Ok"
"Cancel","Annulla"
"Submit","Invia"
"We don't recognize or support this file extension type.","Non è possibile riconoscere o supportare questo tipo di estensione file."
"Configure Product","Configura prodotto"
"OK","OK"
"Select type of option.","Seleziona il tipo di opzione."
"Please add rows to option.","Aggiungi righe all'opzione."
"New Option","Nuova Opzione"
"Select Product","Seleziona prodotto"
"Please select items.","Seleziona elementi."
"Choose existing category.","Scegli categoria esistente."
"Create Category","Crea Categoria"
"Image Detail","Immagine dettaglio"
"unselect all","deseleziona tutti"
"Small","Piccolo"
"Main","Main"
"Thumbnail","Miniatura"
"Custom image","Custom image"
"Product Fields Auto-Generation","Auto-generazione campi prodotto"
"Mask for SKU","Maschera per SKU"
"Use {{name}} as Product Name placeholder","Utilizzare {{name}} come segnaposto del nome del prodotto"
"Mask for Meta Title","Maschera per Meta Title"
"Mask for Meta Keywords","Maschera per le Meta Keywords"
"Use {{name}} as Product Name or {{sku}} as Product SKU placeholders","Utilizza {{name}} come nome del prodotto o {{sku}} come segnaposto SKU prodotto"
"Mask for Meta Description","Maschera per Meta Description"
"Use {{name}} and {{description}} as Product Name and Product Description placeholders","Utilizza {{name}} e {{description}} come segnaposto del nome del prodotto e descrizione del prodotto"
"Storefront","Frontend"
"List Mode","Modalità elenco"
"Products per Page on Grid Allowed Values","Prodotti per pagina nei valori permessi della griglia"
"Comma-separated.","Separati da virgole."
"Products per Page on Grid Default Value","Prodotti per pagina nel valore predefinito della griglia"
"Must be in the allowed values list","Deve essere incluso nell'elenco dei valori consentiti"
"Products per Page on List Allowed Values","Prodotti per pagina nei valori permessi dell'elenco"
"Products per Page on List Default Value","Prodotti per pagina nel valore predefinito dell'elenco"
"Use Flat Catalog Category","Usa le categorie di catalogo flat"
"Use Flat Catalog Product","Usa i prodotti di catalogo flat"
"Product Listing Sort by","Ordinamento Prodotti"
"Allow All Products per Page","Permetti di mostrare tutti i prodotti per pagina"
"Whether to show ""All"" option in the ""Show X Per Page"" dropdown","Se si imposta l'opzione ""Tutti"" nel menu a discesa ""Mostra X per pagina"""
"Allow Dynamic Media URLs in Products and Categories","Consenti le Dynamic media URL nei prodotti e nelle categorie"
"E.g. {{media url=""path/to/image.jpg""}} {{skin url=""path/to/picture.gif""}}. Dynamic directives parsing impacts catalog performance.","Ad esempio {{media url=""path/to/image.jpg""}} {{skin url=""path/to/picture.gif""}}. Le direttive sul parsing dinamico impattano sulle performance del catalogo."
"Product Image Placeholders","Placeholders Immagini prodotto"
"Search Engine Optimization","Ottimizzazione Motori di ricerca"
"Page Title Separator","Separatore titolo pagina"
"Use Canonical Link Meta Tag For Categories","Utilizza il Meta Tag Link canonico per le categorie"
"Use Canonical Link Meta Tag For Products","Utilizza il Meta Tag Link canonico per i prodotti"
"Catalog Price Scope","Ambito del prezzo di catalogo"
"This defines the base currency scope (""Currency Setup"" > ""Currency Options"" > ""Base Currency"").","Questo definisce l'ambito della valuta di base (""Installazione Valuta"" > ""Opzioni valuta"" > ""Valuta di Base"")."
"Category Top Navigation","Category Top Navigation"
"Maximal Depth","Profondità massima"
"Date & Time Custom Options","Opzioni personalizzate data e ora"
"Use JavaScript Calendar","Utilizza il calendario JavaScript"
"Date Fields Order","Ordine campi data"
"Time Format","Formato Ora"
"Year Range","Intervallo di anni"
"Please use a four-digit year format.","Utilizza il formato per l'anno a quattro cifre."
"Product Image Watermarks","Filigrana Immagine Prodotto"
"Watermark Default Size","Dimensione predefinita della filigrana"
"Watermark Opacity, Percent","Opacità filigrana, percentuale"
"Watermark","Filigrana"
"Watermark Position","Posizione della filigrana"
"Use Static URLs for Media Content in WYSIWYG for Catalog","Utilizza gli URL statici per contenuti multimediali in modalità WYSIWYG per il catalogo"
"This applies only to catalog products and categories. Media content will be inserted into the editor as a static URL. Media content is not updated if the system configuration base URL changes.","Questo vale solo per categorie e catalogo prodotti. I contenuti multimediali verranno inseriti nell'editor come URL statici. I contenuti multimediali non vengono aggiornati se la configurazione del sistema base URL cambia."
"Top Level Category","Top Level Category"
"Product Flat Data","Dati Prodotto Flat"
"Reorganize EAV product structure to flat structure","Riorganizza struttura prodotti EAV in una struttura flat"
"Category Flat Data","Dati Categoria Flat"
"Reorganize EAV category structure to flat structure","Riorganizza struttura categorie EAV in una struttura flat"
"Indexed category/products association","Associazione categoria/prodotti indicizzato"
"Product Categories","Categorie di prodotto"
"Indexed product/categories association","Associazione prodotto/categorie indicizzato"
"Product Price","Prezzo del prodotto"
"Index product prices","Indice prezzi prodotti"
"Product EAV","EAV prodotto"
"Index product EAV","Indicie EAV prodotti"
"Catalog New Products List","Elenco nuovi prodotti catalogo"
"List of Products that are set as New","Elenco dei prodotti che vengono impostati come Nuovi"
"Display Type","Tipo di visualizzazione"
"All products - recently added products, New products - products marked as new","Tutti i prodotti - prodotti aggiunti di recente, nuovi prodotti - i prodotti contrassegnati come nuovi"
"All products","Tutti i prodotti"
"New products","Nuovi prodotti"
"Display Page Control","Mostra controllo pagina"
"Number of Products per Page","Numero di prodotti per pagina"
"Number of Products to Display","Numero di prodotti da visualizzare"
"Template","Template"
"New Products Grid Template","Template griglia nuovi prodotti"
"New Products List Template","Template elenco nuovi prodotti"
"New Products Images and Names Template","Nomi ed Immagini template nuovi prodotti"
"New Products Names Only Template","Solo i nomi template nuovi prodotti"
"New Products Images Only Template","Solo le immagini template nuovi prodotti"
"Cache Lifetime (Seconds)","Durata della cache (secondi)"
"86400 by default, if not set. To refresh instantly, clear the Blocks HTML Output cache.","86400 di default, se non impostato. Per aggiornare immediatamente, cancellare la cache dell'Output HTML dei blocchi."
"Catalog Product Link","Link prodotto catalogo"
"Link to a Specified Product","Link ad un prodotto specifico"
"Select Product...","Seleziona il prodotto..."
"Anchor Custom Text","Ancora testo personalizzato"
"If empty, we'll use the product name here.","Se vuoto, verrà utilizzato il nome del prodotto qui."
"Anchor Custom Title","Titolo personalizzato ancora"
"Product Link Block Template","Template blocco link prodotto"
"Product Link Inline Template","Template inline link prodotto"
"Catalog Category Link","Link categoria Catalogo"
"Link to a Specified Category","Link a una categoria specifica"
"Select Category...","Seleziona la categoria..."
"If empty, we'll use the category name here.","Se vuoto, verrà utilizzato il nome della categoria qui."
"Category Link Block Template","Template blocco link categoria"
"Category Link Inline Template","Template inline link categoria"
"Set","Imposta"
"All Store Views","Tutte le Viste Negozio"
"Delete items","Elimina elementi"
"Delete selected items?","Elimina elementi selezionati?"
"Change status","Modifica lo status"
"Enable","Attiva"
"Disable","Disattiva"
"Update attributes","Aggiorna gli attributi"
"none","nessuno"
"Overview","Anteprima"
"Details","Dettagli"
